3;366,09282329229603
4;219,10015791707508
5;2959,1772426706493
6;622,50316352507
7;23,25398564791698
8;230,19993749172014
9;158,20442918041172
10;32,03269919647551
11;150,48912768757225
12;10,191658229015506
13;21,358730255880086
14;8,8855085100362
15;8,587560629874252
16;17,846381682547992
17;21,033957181464302
18;20,564038108996403
19;18,81022859092952
20;20,833687241354525
21;20,98500408100798
22;19,836481630156474
23;20,86059766906489
24;20,235329886442408
25;20,186636574885185
26;20,47007224661016
27;19,446014489570956
28;20,033001370773263
29;19,8264142405292
30;19,210982861690727
31;19,608137303405442
32;19,090400008432308
33;19,0155371510536
34;19,03584437149027
35;18,332218359367324
36;18,63040082724332
37;18,394437245161086
38;18,00270237815433
39;18,136145173731173
40;17,730451597682407
41;17,660637070908322
42;17,58521338903927
43;17,07080500316488
44;17,234186357186978
45;17,01110674507951
46;16,742920200085923
47;16,760269007557007
48;16,434821796995866
49;16,372499190942204
