3;16386,90158497324
4;1366,48836181784
5;1,7319479184152442e-14
6;2341,8164136204473
7;35,34062486457095
8;623,0787441439386
9;4579,569830821903
10;188,6605288073311
11;36,230505511212144
12;25,891753601144266
13;2,895428602798697
14;10,795433392535282
15;3,265963589175156
16;3,645870072971526
17;6,989251514978408
18;5,8899842333108925
19;5,577514082292492
20;5,4561323524844525
21;4,33341829006695
22;4,51188528928575
23;3,977777990576561
24;3,4139837537407587
25;3,264753811295469
26;2,773788204631403
27;2,5566531922473157
28;2,3439300282464366
29;1,9619009806179033
30;1,9024871686275944
31;1,703465735295671
32;1,5129899262721835
33;1,4274025286972059
34;1,2606804163862613
35;1,1714688861111
36;1,084863893840602
37;0,9504830414434249
38;0,9144980601062667
39;0,8360968909245496
40;0,7609921391580041
41;0,7208660703802696
42;0,6531572329703899
43;0,6130784330450325
44;0,5739485622766054
45;0,5167193382010726
46;0,4973695301438159
47;0,46143918913205084
48;0,4267614145027796
49;0,40639721117703687
